27,0:00:00.001118
27,0:00:00.000829
27,0:00:00.000861
6,0:00:00.000232
6,0:00:00.000204
27,0:00:00.000743
27,0:00:00.000730
27,0:00:00.000731
27,0:00:00.000710
27,0:00:00.000721
27,0:00:00.000653
26,0:00:00.000650
26,0:00:00.000619
26,0:00:00.000607
26,0:00:00.000627
26,0:00:00.000581
26,0:00:00.000553
26,0:00:00.000542
24,0:00:00.000532
24,0:00:00.000529
24,0:00:00.000289
24,0:00:00.000516
15,0:00:00.000246
23,0:00:00.000511
14,0:00:00.000239
23,0:00:00.000500
9,0:00:00.000218
23,0:00:00.000382
9,0:00:00.000205
23,0:00:00.000128
24,0:00:00.000535
24,0:00:00.000299
24,0:00:00.000505
24,0:00:00.000438
24,0:00:00.000270
23,0:00:00.000369
9,0:00:00.000205
23,0:00:00.000372
9,0:00:00.000187
23,0:00:00.000128
23,0:00:00.000516
23,0:00:00.000375
9,0:00:00.000209
23,0:00:00.000365
9,0:00:00.000191
23,0:00:00.000206
23,0:00:00.000511
9,0:00:00.000200
23,0:00:00.000366
9,0:00:00.000183
23,0:00:00.000126
10,0:00:00.000098
26,0:00:00.000293
26,0:00:00.000628
26,0:00:00.000557
24,0:00:00.000547
24,0:00:00.000315
24,0:00:00.000529
24,0:00:00.000305
24,0:00:00.000525
24,0:00:00.000299
23,0:00:00.000506
23,0:00:00.000359
23,0:00:00.000515
9,0:00:00.000241
23,0:00:00.000436
9,0:00:00.000196
23,0:00:00.000129
10,0:00:00.000104
26,0:00:00.000568
24,0:00:00.000526
24,0:00:00.000518
24,0:00:00.000280
24,0:00:00.000512
15,0:00:00.000251
23,0:00:00.000494
14,0:00:00.000232
23,0:00:00.000483
9,0:00:00.000206
23,0:00:00.000377
9,0:00:00.000192
23,0:00:00.000126
24,0:00:00.001091
24,0:00:00.000295
24,0:00:00.000506
24,0:00:00.000502
24,0:00:00.000274
23,0:00:00.000519
9,0:00:00.000263
23,0:00:00.000386
9,0:00:00.000197
23,0:00:00.000128
23,0:00:00.000531
23,0:00:00.000499
9,0:00:00.000202
23,0:00:00.000368
9,0:00:00.000194
23,0:00:00.000129
23,0:00:00.000491
9,0:00:00.000200
23,0:00:00.000369
9,0:00:00.000185
23,0:00:00.000125
10,0:00:00.000103
26,0:00:00.000145
26,0:00:00.000141
26,0:00:00.000147
26,0:00:00.000144
27,0:00:00.000362
26,0:00:00.000667
26,0:00:00.000626
26,0:00:00.000614
26,0:00:00.000579
26,0:00:00.000586
26,0:00:00.000581
26,0:00:00.000562
26,0:00:00.000634
24,0:00:00.000529
24,0:00:00.000306
24,0:00:00.000582
24,0:00:00.000304
24,0:00:00.000538
24,0:00:00.000298
23,0:00:00.000509
23,0:00:00.000297
23,0:00:00.000513
9,0:00:00.000198
23,0:00:00.000275
10,0:00:00.000103
26,0:00:00.000295
26,0:00:00.000321
26,0:00:00.000137
26,0:00:00.000163
26,0:00:00.000210
26,0:00:00.000168
26,0:00:00.000684
26,0:00:00.000618
26,0:00:00.000595
26,0:00:00.000588
26,0:00:00.000577
26,0:00:00.000554
26,0:00:00.000608
24,0:00:00.000512
24,0:00:00.000522
24,0:00:00.000292
24,0:00:00.000503
15,0:00:00.000239
23,0:00:00.000513
14,0:00:00.000241
23,0:00:00.000497
9,0:00:00.000200
23,0:00:00.000370
9,0:00:00.000186
23,0:00:00.000134
24,0:00:00.000518
24,0:00:00.000294
24,0:00:00.000501
24,0:00:00.000493
24,0:00:00.000271
23,0:00:00.000494
9,0:00:00.000207
