27,0:00:00.001131
27,0:00:00.001003
27,0:00:00.001053
6,0:00:00.000229
6,0:00:00.000217
27,0:00:00.000971
27,0:00:00.001047
27,0:00:00.001038
27,0:00:00.001035
27,0:00:00.000785
27,0:00:00.000767
27,0:00:00.000752
27,0:00:00.000724
27,0:00:00.000696
27,0:00:00.000728
27,0:00:00.000674
27,0:00:00.000610
26,0:00:00.000777
26,0:00:00.000620
26,0:00:00.000588
24,0:00:00.000567
15,0:00:00.000322
24,0:00:00.000547
15,0:00:00.000294
24,0:00:00.000557
9,0:00:00.000268
24,0:00:00.000142
10,0:00:00.000105
26,0:00:00.000578
24,0:00:00.000564
15,0:00:00.000281
23,0:00:00.000561
14,0:00:00.000282
23,0:00:00.000559
9,0:00:00.000238
23,0:00:00.000138
10,0:00:00.000100
26,0:00:00.000611
26,0:00:00.000496
24,0:00:00.000465
15,0:00:00.000284
23,0:00:00.000440
14,0:00:00.000289
23,0:00:00.000456
9,0:00:00.000257
23,0:00:00.000140
10,0:00:00.000107
26,0:00:00.000611
24,0:00:00.000560
24,0:00:00.000433
24,0:00:00.000312
23,0:00:00.000446
9,0:00:00.000241
23,0:00:00.000141
23,0:00:00.000576
23,0:00:00.000436
9,0:00:00.000315
23,0:00:00.000143
23,0:00:00.000539
9,0:00:00.000243
23,0:00:00.000136
10,0:00:00.000104
27,0:00:00.000353
26,0:00:00.000664
26,0:00:00.000651
26,0:00:00.000625
26,0:00:00.000646
24,0:00:00.000627
15,0:00:00.000284
24,0:00:00.000649
15,0:00:00.000275
24,0:00:00.000598
9,0:00:00.000239
24,0:00:00.000140
10,0:00:00.000101
26,0:00:00.000645
24,0:00:00.000642
15,0:00:00.000275
23,0:00:00.000612
14,0:00:00.000279
23,0:00:00.000613
9,0:00:00.000263
23,0:00:00.000156
10,0:00:00.000102
26,0:00:00.000646
26,0:00:00.000646
24,0:00:00.000624
15,0:00:00.000281
23,0:00:00.000590
14,0:00:00.000282
23,0:00:00.000597
9,0:00:00.000235
23,0:00:00.000138
10,0:00:00.000102
26,0:00:00.000635
24,0:00:00.000613
24,0:00:00.000610
24,0:00:00.000348
23,0:00:00.000596
9,0:00:00.000247
23,0:00:00.000139
23,0:00:00.000573
23,0:00:00.000582
9,0:00:00.000234
23,0:00:00.000137
23,0:00:00.000592
9,0:00:00.000311
23,0:00:00.000157
10,0:00:00.000103
26,0:00:00.000608
26,0:00:00.000609
26,0:00:00.000598
24,0:00:00.000581
15,0:00:00.000293
24,0:00:00.000566
15,0:00:00.000271
24,0:00:00.000571
9,0:00:00.000235
24,0:00:00.000137
10,0:00:00.000120
26,0:00:00.000691
24,0:00:00.000596
15,0:00:00.000291
23,0:00:00.000573
14,0:00:00.000275
23,0:00:00.000561
9,0:00:00.000234
23,0:00:00.000136
10,0:00:00.000102
26,0:00:00.000638
26,0:00:00.000611
24,0:00:00.000689
15,0:00:00.000293
23,0:00:00.000580
14,0:00:00.000316
23,0:00:00.000569
9,0:00:00.000237
23,0:00:00.000152
10,0:00:00.000116
26,0:00:00.000615
24,0:00:00.000604
24,0:00:00.000587
24,0:00:00.000338
23,0:00:00.000666
9,0:00:00.000236
23,0:00:00.000137
23,0:00:00.000580
23,0:00:00.000554
9,0:00:00.000241
23,0:00:00.000134
23,0:00:00.000560
9,0:00:00.000252
23,0:00:00.000137
10,0:00:00.000105
27,0:00:00.000678
27,0:00:00.000591
26,0:00:00.000685
26,0:00:00.000587
26,0:00:00.000577
24,0:00:00.000582
15,0:00:00.000290
24,0:00:00.000583
15,0:00:00.000286
24,0:00:00.000581
9,0:00:00.000252
24,0:00:00.000143
10,0:00:00.000104
26,0:00:00.000590
24,0:00:00.000580
15,0:00:00.000289
23,0:00:00.000559
14,0:00:00.000292
23,0:00:00.000550
9,0:00:00.000255
23,0:00:00.000154
10,0:00:00.000102
26,0:00:00.000618
26,0:00:00.000607
24,0:00:00.000598
15,0:00:00.000310
23,0:00:00.000664
14,0:00:00.000281
23,0:00:00.000566
9,0:00:00.000248
23,0:00:00.000140
10,0:00:00.000101
26,0:00:00.000636
24,0:00:00.000598
24,0:00:00.000357
23,0:00:00.000568
23,0:00:00.000337
23,0:00:00.000567
9,0:00:00.000326
23,0:00:00.000149
10,0:00:00.000102
27,0:00:00.000368
26,0:00:00.000638
26,0:00:00.000400
26,0:00:00.000610
26,0:00:00.000606
26,0:00:00.000655
24,0:00:00.000604
15,0:00:00.000292
24,0:00:00.000600
15,0:00:00.000306
24,0:00:00.000629
9,0:00:00.000250
24,0:00:00.000156
10,0:00:00.000102
26,0:00:00.000639
24,0:00:00.000612
15,0:00:00.000309
23,0:00:00.000585
14,0:00:00.000313
23,0:00:00.000578
9,0:00:00.000283
23,0:00:00.000156
10,0:00:00.000108
26,0:00:00.000733
26,0:00:00.000623
24,0:00:00.000615
15,0:00:00.000294
23,0:00:00.000575
14,0:00:00.000279
23,0:00:00.000576
9,0:00:00.000294
23,0:00:00.000182
10,0:00:00.000102
26,0:00:00.000663
24,0:00:00.000629
24,0:00:00.000443
23,0:00:00.000609
23,0:00:00.000335
23,0:00:00.000570
9,0:00:00.000253
23,0:00:00.000140
10,0:00:00.000105
27,0:00:00.000734
27,0:00:00.000709
27,0:00:00.000633
26,0:00:00.000644
26,0:00:00.000696
26,0:00:00.000617
24,0:00:00.000622
15,0:00:00.000290
24,0:00:00.000587
15,0:00:00.000283
24,0:00:00.000594
9,0:00:00.000251
24,0:00:00.000142
10,0:00:00.000105
26,0:00:00.000650
24,0:00:00.000619
15,0:00:00.000290
23,0:00:00.000612
14,0:00:00.000292
23,0:00:00.000594
9,0:00:00.000249
23,0:00:00.000154
10,0:00:00.000103
26,0:00:00.000652
26,0:00:00.000646
24,0:00:00.000596
15,0:00:00.000304
23,0:00:00.000567
14,0:00:00.000368
23,0:00:00.000584
9,0:00:00.000284
23,0:00:00.000139
10,0:00:00.000118
26,0:00:00.000634
24,0:00:00.000592
24,0:00:00.000614
24,0:00:00.000342
23,0:00:00.000599
9,0:00:00.000248
23,0:00:00.000142
23,0:00:00.000586
23,0:00:00.000601
9,0:00:00.000248
23,0:00:00.000138
23,0:00:00.000567
9,0:00:00.000244
23,0:00:00.000138
10,0:00:00.000103
27,0:00:00.000374
26,0:00:00.000671
26,0:00:00.000651
26,0:00:00.000670
26,0:00:00.000660
24,0:00:00.000680
15,0:00:00.000289
24,0:00:00.000604
15,0:00:00.000284
24,0:00:00.000612
9,0:00:00.000252
24,0:00:00.000144
10,0:00:00.000105
26,0:00:00.000658
24,0:00:00.000623
15,0:00:00.000292
23,0:00:00.000613
14,0:00:00.000380
23,0:00:00.000678
9,0:00:00.000248
23,0:00:00.000142
10,0:00:00.000112
26,0:00:00.000644
26,0:00:00.000658
24,0:00:00.000638
15,0:00:00.000294
23,0:00:00.000610
14,0:00:00.000283
23,0:00:00.000595
9,0:00:00.000251
23,0:00:00.000253
10,0:00:00.000135
26,0:00:00.000655
24,0:00:00.000628
24,0:00:00.000626
24,0:00:00.000393
23,0:00:00.000623
9,0:00:00.000266
23,0:00:00.000143
23,0:00:00.000594
23,0:00:00.000620
9,0:00:00.000256
23,0:00:00.000151
23,0:00:00.000697
9,0:00:00.000268
23,0:00:00.000144
10,0:00:00.000110
26,0:00:00.000668
26,0:00:00.000628
26,0:00:00.000666
24,0:00:00.000600
15,0:00:00.000288
24,0:00:00.000591
15,0:00:00.000286
24,0:00:00.000574
9,0:00:00.000250
24,0:00:00.000141
10,0:00:00.000104
26,0:00:00.000654
24,0:00:00.000602
15,0:00:00.000303
23,0:00:00.000607
14,0:00:00.000305
23,0:00:00.000578
9,0:00:00.000271
23,0:00:00.000156
10,0:00:00.000106
26,0:00:00.000646
26,0:00:00.000723
24,0:00:00.000603
15,0:00:00.000300
23,0:00:00.000592
14,0:00:00.000282
23,0:00:00.000600
9,0:00:00.000247
23,0:00:00.000139
10,0:00:00.000102
26,0:00:00.000637
24,0:00:00.000613
24,0:00:00.000614
24,0:00:00.000376
